place_name,id,latitude,longitude,Kwh req per block (S19),co2,S19 Kwh req per block,"Production fuel
mix factor
(kgCO_{2} e per kWh)",Power x Emissions factor
Queen Alexandra Range 99652,22098,-84,168,86509,20.81825655,,,
Queen Alexandra Range 99653,22099,-84,168,86509,10.15004703,,,
Queen Alexandra Range 99654,22100,-84,168,86509,12.90091226,,,
Queen Alexandra Range 99655,22101,-84,168,86509,22.08547796,,,
Queen Alexandra Range 99656,22102,-84,168,86509,30.28818652,,,
Queen Alexandra Range 99657,22103,-84,168,86509,25.510247,,,
Queen Alexandra Range 99658,22104,-84,168,86509,26.0204559,,,
Queen Alexandra Range 99659,22105,-84,168,86509,17.32089957,,,
Queen Alexandra Range 99660,22106,-84,168,86509,18.97718015,,,
Queen Alexandra Range 99661,22107,-84,168,86509,21.95602949,,,
Queen Alexandra Range 99662,22108,-84,168,86509,10.25601765,,,
Queen Alexandra Range 99663,22109,-84,168,86509,22.01677556,,,
Queen Alexandra Range 99664,22110,-84,168,86509,28.11772466,,,
Queen Alexandra Range 99665,22111,-84,168,86509,18.64993505,,,
Queen Alexandra Range 99666,22112,-84,168,86509,20.23767576,,,
Queen Alexandra Range 99667,22113,-84,168,86509,19.26813915,,,
Queen Alexandra Range 99668,22114,-84,168,86509,19.82400431,,,
Queen Alexandra Range 99669,22115,-84,168,86509,11.53767508,,,
Queen Alexandra Range 99670,22116,-84,168,86509,15.40056956,,,
Queen Alexandra Range 99671,22117,-84,168,86509,29.47322583,,,
Queen Alexandra Range 99672,22118,-84,168,86509,14.05801148,,,
Queen Alexandra Range 99673,22119,-84,168,86509,24.56969383,,,
Queen Alexandra Range 99674,22120,-84,168,86509,30.50996519,,,
Queen Alexandra Range 99675,22121,-84,168,86509,16.8304859,,,
Queen Alexandra Range 99676,22122,-84,168,86509,21.95734687,,,
Queen Alexandra Range 99677,22123,-84,168,86509,30.71665756,,,
Queen Alexandra Range 99678,22124,-84,168,86509,11.14586745,,,
Queen Alexandra Range 99679,22125,-84,168,86509,18.42102152,,,
Queen Alexandra Range 99680,22126,-84,168,86509,12.48507784,,,
Queen Alexandra Range 99681,22127,-84,168,86509,23.98027041,,,
Queen Alexandra Range 99682,22128,-84,168,86509,30.03943695,,,
Queen Alexandra Range 99683,22129,-84,168,86509,24.98048622,,,
Queen Alexandra Range 99684,22130,-84,168,86509,16.73418835,,,
Queen Alexandra Range 99685,22131,-84,168,86509,16.8282562,,,
Queen Alexandra Range 99686,22132,-84,168,86509,12.06775866,,,
Queen Alexandra Range 99687,22133,-84,168,86509,25.02700746,,,
Queen Alexandra Range 99688,22134,-84,168,86509,12.04315248,,,
Queen Alexandra Range 99689,22135,-84,168,86509,20.33906581,,,
Queen Alexandra Range 99690,22136,-84,168,86509,15.70970458,,,
Queen Alexandra Range 99691,22137,-84,168,86509,28.27530152,,,
Queen Alexandra Range 99692,22138,-84,168,86509,11.60959782,,,
Queen Alexandra Range 99693,22139,-84,168,86509,28.67104307,,,
Queen Alexandra Range 99694,22140,-84,168,86509,25.25436901,,,
Queen Alexandra Range 99695,22141,-84,168,86509,23.76904208,,,
Queen Alexandra Range 99696,22142,-84,168,86509,15.05127286,,,
Queen Alexandra Range 99697,22143,-84,168,86509,20.10070673,,,
Queen Alexandra Range 99698,22144,-84,168,86509,17.73343504,,,
Queen Alexandra Range 99699,22145,-84,168,86509,18.4444309,,,
Queen Alexandra Range 99700,22146,-84,168,86509,15.03837056,,,
Queen Alexandra Range 99701,22147,-84,168,86509,10.61438134,,,
Queen Alexandra Range 99702,22148,-84,168,86509,13.20482799,,,
Queen Alexandra Range 99703,22149,-84,168,86509,25.48474916,,,
Queen Alexandra Range 99704,22150,-84,168,86509,12.6066399,,,
Queen Alexandra Range 99705,22151,-84,168,86509,25.69887945,,,
Queen Alexandra Range 99706,22152,-84,168,86509,30.64966768,,,
Queen Alexandra Range 99707,22153,-84,168,86509,29.83748865,,,
Queen Alexandra Range 99708,22154,-84,168,86509,17.21400877,,,
Queen Alexandra Range 99709,22155,-84,168,86509,10.91031735,,,
Queen Alexandra Range 99710,22156,-84,168,86509,14.94273518,,,
Queen Alexandra Range 99711,22157,-84,168,86509,24.3409583,,,
Queen Alexandra Range 99712,22158,-84,168,86509,13.56155793,,,
Queen Alexandra Range 99713,22159,-84,168,86509,24.77072332,,,
Queen Alexandra Range 99714,22160,-84,168,86509,28.91303389,,,
Queen Alexandra Range 99715,22161,-84,168,86509,13.54163672,,,
Queen Alexandra Range 99716,22162,-84,168,86509,28.81586975,,,
Queen Alexandra Range 99717,22163,-84,168,86509,19.94222032,,,
Queen Alexandra Range 99718,22164,-84,168,86509,28.76851411,,,
Queen Alexandra Range 99719,22165,-84,168,86509,22.11104964,,,
Queen Alexandra Range 99720,22166,-84,168,86509,28.64500178,,,
Queen Alexandra Range 99721,22167,-84,168,86509,22.90505942,,,
Queen Alexandra Range 99722,22168,-84,168,86509,21.50460078,,,
Queen Alexandra Range 99723,22169,-84,168,86509,17.21211399,,,
Queen Alexandra Range 99724,22170,-84,168,86509,26.42781502,,,
Queen Alexandra Range 99725,22171,-84,168,86509,19.35759878,,,
Queen Alexandra Range 99726,22172,-84,168,86509,27.57624839,,,
Queen Alexandra Range 99727,22173,-84,168,86509,10.81348385,,,
Queen Alexandra Range 99728,22174,-84,168,86509,27.89221499,,,
Queen Alexandra Range 99729,22175,-84,168,86509,26.78974114,,,
Queen Alexandra Range 99730,22176,-84,168,86509,12.46146795,,,
Queen Alexandra Range 99731,22177,-84,168,86509,18.34442142,,,
Queen Alexandra Range 99732,22178,-84,168,86509,15.83603851,,,
Queen Alexandra Range 99733,22179,-84,168,86509,11.30535203,,,
Queen Alexandra Range 99734,22180,-84,168,86509,23.40119571,,,
Queen Alexandra Range 99735,22181,-84,168,86509,29.35235183,,,
Queen Alexandra Range 99736,22182,-84,168,86509,27.02713803,,,
Queen Alexandra Range 99737,22183,-84,168,86509,28.32629985,,,
Queen Alexandra Range 99738,22184,-84,168,86509,17.01999134,,,
Queen Alexandra Range 99739,22185,-84,168,86509,26.0408979,,,
Queen Alexandra Range 99740,22186,-84,168,86509,15.50477311,,,
Queen Alexandra Range 99741,22187,-84,168,86509,23.66697755,,,
Queen Alexandra Range 99742,22188,-84,168,86509,26.07124114,,,
Queen Alexandra Range 99743,22189,-84,168,86509,12.69460911,,,
Queen Alexandra Range 99744,22190,-84,168,86509,20.66619249,,,
Queen Alexandra Range 99745,22191,-84,168,86509,15.47622207,,,
Queen Alexandra Range 99746,22192,-84,168,86509,14.16878978,,,
Queen Alexandra Range 99747,22193,-84,168,86509,14.03412563,,,
Queen Alexandra Range 99748,22194,-84,168,86509,11.56928492,,,
Queen Alexandra Range 99749,22195,-84,168,86509,12.59789712,,,
Queen Alexandra Range 99750,22196,-84,168,86509,18.46891877,,,
Queen Alexandra Range 99751,22197,-84,168,86509,13.58898226,,,
Queen Alexandra Range 99752,22198,-84,168,86509,11.56346841,,,
Queen Alexandra Range 99753,22199,-84,168,86509,17.35135096,,,
Queen Alexandra Range 99754,22200,-84,168,86509,23.73430812,,,
Queen Alexandra Range 99755,22201,-84,168,86509,15.8721221,,,
Queen Alexandra Range 99756,22202,-84,168,86509,21.26956844,,,
Queen Alexandra Range 99757,22203,-84,168,86509,16.84568227,,,
Queen Alexandra Range 99758,22204,-84,168,86509,11.86350515,,,
Queen Alexandra Range 99759,22205,-84,168,86509,26.31874522,,,
Queen Alexandra Range 99760,22206,-84,168,86509,30.80034404,,,
Queen Alexandra Range 99761,22207,-84,168,86509,16.41471421,,,
Queen Alexandra Range 99762,22208,-84,168,86509,14.5138152,,,
Queen Alexandra Range 99763,22209,-84,168,86509,12.29747022,,,
Queen Alexandra Range 99764,22210,-84,168,86509,21.72059639,,,
Queen Alexandra Range 99765,22211,-84,168,86509,26.51705414,,,
Queen Alexandra Range 99766,22212,-84,168,86509,16.43476967,,,
Queen Alexandra Range 99767,22213,-84,168,86509,22.26016673,,,
Queen Alexandra Range 99768,22214,-84,168,86509,10.18121087,,,
Queen Alexandra Range 99769,22215,-84,168,86509,14.70783696,,,
Queen Alexandra Range 99770,22216,-84,168,86509,22.31119612,,,
Queen Alexandra Range 99771,22217,-84,168,86509,30.62481999,,,
Queen Alexandra Range 99772,22218,-84,168,86509,24.21949947,,,
Queen Alexandra Range 99773,22219,-84,168,86509,22.16905902,,,
Queen Alexandra Range 99774,22220,-84,168,86509,30.57388209,,,
Queen Alexandra Range 99775,22221,-84,168,86509,26.29002717,,,
Queen Alexandra Range 99776,22222,-84,168,86509,13.77314676,,,
Queen Alexandra Range 99777,22223,-84,168,86509,23.47628153,,,
Queen Alexandra Range 99778,22224,-84,168,86509,17.65880506,,,
Queen Alexandra Range 99779,22225,-84,168,86509,21.75999786,,,
Queen Alexandra Range 99780,22226,-84,168,86509,13.05407338,,,
Queen Alexandra Range 99781,22227,-84,168,86509,29.69092856,,,
Queen Alexandra Range 99782,22228,-84,168,86509,10.78095957,,,
Queen Alexandra Range 99783,22229,-84,168,86509,19.62911902,,,
Queen Alexandra Range 99784,22230,-84,168,86509,23.576574,,,
Queen Alexandra Range 99785,22231,-84,168,86509,12.17387549,,,
Queen Alexandra Range 99786,22232,-84,168,86509,28.51182197,,,
Queen Alexandra Range 99787,22233,-84,168,86509,19.05116129,,,
Queen Alexandra Range 99788,22234,-84,168,86509,10.88916233,,,
Queen Alexandra Range 99789,22235,-84,168,86509,16.87761163,,,
Queen Alexandra Range 99790,22236,-84,168,86509,24.29167537,,,
Queen Alexandra Range 99791,22237,-84,168,86509,30.57613097,,,
Queen Alexandra Range 99792,22238,-84,168,86509,17.61781224,,,
Queen Alexandra Range 99793,22239,-84,168,86509,15.79824381,,,
Queen Alexandra Range 99794,22240,-84,168,86509,19.99236934,,,
Queen Alexandra Range 99795,22241,-84,168,86509,20.09177094,,,
Queen Alexandra Range 99796,22242,-84,168,86509,12.39981951,,,
Queen Alexandra Range 99797,22243,-84,168,86509,10.42772955,,,
Queen Alexandra Range 99798,22244,-84,168,86509,13.80128448,,,
Queen Alexandra Range 99799,22245,-84,168,86509,29.6490923,,,
Queen Alexandra Range 99800,22246,-84,168,86509,11.26865974,,,
Queen Alexandra Range 99801,22247,-84,168,86509,14.7324187,,,
Queen Alexandra Range 99802,22248,-84,168,86509,26.10104067,,,
Queen Alexandra Range 99803,22249,-84,168,86509,30.90521364,,,
Queen Alexandra Range 99804,22250,-84,168,86509,23.13777523,,,
Queen Alexandra Range 99805,22251,-84,168,86509,14.51644158,,,
Queen Alexandra Range 99806,22252,-84,168,86509,15.10984969,,,
Queen Alexandra Range 99807,22253,-84,168,86509,15.11282301,,,
Queen Alexandra Range 99808,22254,-84,168,86509,14.79357601,,,
Queen Alexandra Range 99809,22255,-84,168,86509,13.11138337,,,
Queen Alexandra Range 99810,22256,-84,168,86509,10.55298171,,,
Queen Alexandra Range 99811,22257,-84,168,86509,16.39475333,,,
Queen Alexandra Range 99812,22258,-84,168,86509,22.40744299,,,
Queen Alexandra Range 99813,22259,-84,168,86509,25.7475408,,,
Queen Alexandra Range 99814,22260,-84,168,86509,19.30486757,,,
Queen Alexandra Range 99815,22261,-84,168,86509,19.2287361,,,
Queen Alexandra Range 99816,22262,-84,168,86509,13.0997879,,,
Queen Alexandra Range 99817,22263,-84,168,86509,16.41866729,,,
Queen Alexandra Range 99819,22264,-84,168,86509,30.67559263,,,
Queen Alexandra Range 99820,22265,-84,168,86509,28.32238911,,,
Queen Alexandra Range 99821,22266,-84,168,86509,21.13834286,,,
Queen Alexandra Range 99822,22267,-84,168,86509,27.31474228,,,
Queen Alexandra Range 99823,22268,-84,168,86509,12.73429478,,,
Queen Alexandra Range 99824,22269,-84,168,86509,27.6764794,,,
Queen Alexandra Range 99825,22270,-84,168,86509,24.00167016,,,
Queen Alexandra Range 99826,22271,-84,168,86509,12.36843098,,,
Queen Alexandra Range 99827,22272,-84,168,86509,12.78607546,,,
Queen Alexandra Range 99828,22273,-84,168,86509,22.56261236,,,
Queen Alexandra Range 99829,22274,-84,168,86509,27.25503652,,,
Queen Alexandra Range 99830,22275,-84,168,86509,15.56388849,,,
Queen Alexandra Range 99831,22276,-84,168,86509,18.28598156,,,
Queen Alexandra Range 99832,22277,-84,168,86509,19.03787085,,,
Queen Alexandra Range 99833,22278,-84,168,86509,20.28990813,,,
Queen Alexandra Range 99834,22279,-84,168,86509,10.62889487,,,
Queen Alexandra Range 99835,22280,-84,168,86509,20.45765608,,,
Queen Alexandra Range 99836,22281,-84,168,86509,24.72489999,,,
Queen Alexandra Range 99837,22282,-84,168,86509,27.15407307,,,
Queen Alexandra Range 99839,22283,-84,168,86509,24.33098959,,,
Queen Alexandra Range 99840,22284,-84,168,86509,28.86578699,,,
Queen Alexandra Range 99841,22285,-84,168,86509,16.1942282,,,
Queen Alexandra Range 99842,22286,-84,168,86509,25.56636086,,,
Queen Alexandra Range 99843,22287,-84,168,86509,11.41026317,,,
Queen Alexandra Range 99844,22288,-84,168,86509,10.7698724,,,
Queen Alexandra Range 99845,22289,-84,168,86509,20.1048289,,,
Queen Alexandra Range 99846,22290,-84,168,86509,15.54431524,,,
Queen Alexandra Range 99847,22291,-84,168,86509,18.11857173,,,
Queen Alexandra Range 99848,22292,-84,168,86509,14.98743576,,,
Queen Alexandra Range 99849,22293,-84,168,86509,25.59473052,,,
Queen Alexandra Range 99850,22294,-84,168,86509,23.13941852,,,
Queen Alexandra Range 99851,22295,-84,168,86509,18.27992043,,,
Queen Alexandra Range 99852,22296,-84,168,86509,23.70156392,,,
Queen Alexandra Range 99853,22297,-84,168,86509,18.97222688,,,
Queen Alexandra Range 99854,22298,-84,168,86509,26.40810438,,,
Queen Alexandra Range 99855,22299,-84,168,86509,17.64774302,,,
Queen Alexandra Range 99856,22300,-84,168,86509,14.42288219,,,
Queen Alexandra Range 99857,22301,-84,168,86509,15.86386989,,,
Queen Alexandra Range 99858,22302,-84,168,86509,13.16709496,,,
Queen Alexandra Range 99859,22303,-84,168,86509,14.80141493,,,
Queen Alexandra Range 99860,22304,-84,168,86509,13.07022544,,,
Queen Alexandra Range 99861,22305,-84,168,86509,14.66481313,,,
Queen Alexandra Range 99862,22306,-84,168,86509,19.99473068,,,
Queen Alexandra Range 99863,22307,-84,168,86509,18.38530792,,,
Queen Alexandra Range 99864,22308,-84,168,86509,29.54247838,,,
Queen Alexandra Range 99865,22309,-84,168,86509,19.90176559,,,
Queen Alexandra Range 99866,22310,-84,168,86509,15.56272478,,,
Queen Alexandra Range 99867,22311,-84,168,86509,14.35709764,,,
Queen Alexandra Range 99868,22312,-84,168,86509,16.72134836,,,
Queen Alexandra Range 99869,22313,-84,168,86509,28.66831826,,,
Queen Alexandra Range 99870,22314,-84,168,86509,29.63602313,,,
Queen Alexandra Range 99871,22315,-84,168,86509,18.1123564,,,
Queen Alexandra Range 99872,22316,-84,168,86509,24.90584367,,,
Queen Alexandra Range 99873,22317,-84,168,86509,15.80589776,,,
Queen Alexandra Range 99874,22318,-84,168,86509,13.68603358,,,
Queen Alexandra Range 99875,22319,-84,168,86509,26.11733903,,,
Queen Alexandra Range 99876,22320,-84,168,86509,24.52572871,,,
Queen Alexandra Range 99877,22321,-84,168,86509,17.40318192,,,
Queen Alexandra Range 99878,22322,-84,168,86509,12.23986293,,,
Queen Alexandra Range 99879,22323,-84,168,86509,12.97813402,,,
Queen Alexandra Range 99880,22324,-84,168,86509,21.52355086,,,
Queen Alexandra Range 99881,22325,-84,168,86509,16.64936473,,,
Queen Alexandra Range 99882,22326,-84,168,86509,11.61122931,,,
Queen Alexandra Range 99883,22327,-84,168,86509,29.03543155,,,
Queen Alexandra Range 99884,22328,-84,168,86509,30.34835943,,,
Queen Alexandra Range 99885,22329,-84,168,86509,14.71628637,,,
Queen Alexandra Range 99886,22330,-84,168,86509,24.85213487,,,
Queen Alexandra Range 99887,22331,-84,168,86509,27.94346655,,,
Queen Alexandra Range 99888,22332,-84,168,86509,16.44267515,,,
Queen Alexandra Range 99889,22333,-84,168,86509,10.174801,,,
Queen Alexandra Range 99890,22334,-84,168,86509,16.51106666,,,
Queen Alexandra Range 99891,22335,-84,168,86509,29.3060145,,,
Queen Alexandra Range 99892,22336,-84,168,86509,25.37622728,,,
Queen Alexandra Range 99893,22337,-84,168,86509,26.48316044,,,
Queen Alexandra Range 99894,22338,-84,168,86509,28.13016942,,,
Queen Alexandra Range 99895,22339,-84,168,86509,30.3220626,,,
Queen Alexandra Range 99896,22340,-84,168,86509,30.05369362,,,
Queen Alexandra Range 99897,22341,-84,168,86509,28.3546032,,,
Queen Alexandra Range 99898,22342,-84,168,86509,10.03826254,,,
Queen Alexandra Range 99899,22343,-84,168,86509,17.79300069,,,
Queen Alexandra Range 99900,22344,-84,168,86509,14.29790179,,,
Queen Alexandra Range 99901,22345,-84,168,86509,17.91507553,,,
Queen Alexandra Range 99902,22346,-84,168,86509,23.10301384,,,
Queen Alexandra Range 99903,22347,-84,168,86509,25.19988314,,,
Queen Alexandra Range 99904,22348,-84,168,86509,22.93687037,,,
Queen Alexandra Range 99905,22349,-84,168,86509,21.89951213,,,
Queen Alexandra Range 99906,22350,-84,168,86509,16.63812371,,,
Queen Alexandra Range 99907,22351,-84,168,86509,12.04741291,,,
Queen Alexandra Range 99908,22352,-84,168,86509,17.97567325,,,
Queen Alexandra Range 99909,22353,-84,168,86509,11.25221732,,,
Queen Alexandra Range 99910,22354,-84,168,86509,23.83981646,,,
Queen Alexandra Range 99911,22355,-84,168,86509,13.58584402,,,
Queen Alexandra Range 99912,22356,-84,168,86509,27.12760714,,,
Queretaro,22359,20.63333,-100.38333,86509,18.63073727,,,
Quijingue,22362,-10.75,-39.21667,86509,19.94877037,,,
Quinn Canyon,22364,38.08333,-115.53333,86509,14.14158793,,,
Quinyambie,22365,-30.15,140.98333,86509,17.16549732,,,
Qulumat Nadqan 001,51400,23.14302,49.53252,86509,22.93500601,,,
Rabbit Dry Lake,22366,34.44567,-117.01083,86509,14.84196401,,,
Rabbit Flat,22367,-20.36667,130.11667,86509,13.62312307,,,
Rafrüti,22369,47,7.83333,86509,26.80385953,,,
Ragged Top,22370,32.44667,-111.34667,86509,23.35688648,,,
Ragland,22372,34.76778,-103.55,86509,20.3968351,,,
Ragland Hill,56382,34.78333,-103.66667,86509,14.94305731,,,
Raguli,22373,45.7,43.7,86509,12.29416753,,,
Rainbow,22374,-35.90667,141.855,86509,28.87509036,,,
Rakity,22375,51.8,79.9,86509,24.1438802,,,
Ramlat al Wahibah 001,45872,21.37115,58.4071,86509,19.62207334,,,
Ramlat al Wahibah 002,45873,21.3703,58.40793,86509,10.27378735,,,
Ramlat al Wahibah 003,45874,21.34845,58.40785,86509,10.33195579,,,
Ramlat al Wahibah 004,45875,21.34823,58.4079,86509,22.73378693,,,
Ramlat al Wahibah 005,45876,21.22513,58.4116,86509,26.76807475,,,
Ramlat al Wahibah 006,45877,21.17895,58.41185,86509,15.00930767,,,
Ramlat al Wahibah 007,45878,21.1746,58.40918,86509,23.17430293,,,
Ramlat al Wahibah 008,45879,21.1683,58.39145,86509,24.07241557,,,
Ramlat al Wahibah 009,45880,21.13663,58.36453,86509,17.69259934,,,
Ramlat al Wahibah 010,45881,21.1383,58.36358,86509,14.239373,,,
Ramlat al Wahibah 011,45882,21.1582,58.41132,86509,15.65581303,,,
Ramlat al Wahibah 012,45883,21.16743,58.41087,86509,28.69374583,,,
Ramlat al Wahibah 013,45884,21.1574,58.41068,86509,15.26289016,,,
Ramlat al Wahibah 014,45885,21.05978,58.40432,86509,20.40258289,,,
Ramlat al Wahibah 015,45886,21.17277,58.42175,86509,23.4882274,,,
Ramlat al Wahibah 016,45887,21.16638,58.41035,86509,17.46082996,,,
Ramlat al Wahibah 017,45888,21.1584,58.38922,86509,14.72272946,,,
Ramlat al Wahibah 018,45889,21.21193,58.38615,86509,28.97699256,,,
Ramlat al Wahibah 019,45890,21.21272,58.38638,86509,19.8529441,,,
Ramlat al Wahibah 020,45891,21.1273,58.4075,86509,30.30166653,,,
Ramlat al Wahibah 021,45892,21.152,58.41393,86509,24.66861267,,,
Ramlat al Wahibah 022,45893,21.49312,58.4644,86509,22.65649954,,,
Ramlat al Wahibah 023,45894,21.37605,58.4277,86509,18.56411679,,,
Ramlat al Wahibah 024,45895,21.37628,58.42768,86509,23.56268606,,,
Ramlat al Wahibah 025,45896,21.35885,58.42213,86509,20.26352388,,,
Ramlat al Wahibah 026,45897,21.31037,58.40223,86509,14.87689088,,,
Ramlat al Wahibah 027,45898,21.26005,58.39152,86509,12.22509155,,,
Ramlat al Wahibah 028,45899,21.19918,58.41272,86509,21.73248808,,,
Ramlat al Wahibah 029,45900,21.19918,58.41272,86509,29.1000072,,,
Ramlat al Wahibah 030,45901,21.19918,58.41272,86509,30.46572387,,,
Ramlat al Wahibah 031,45902,21.27327,58.39645,86509,15.39084388,,,
Ramlat al Wahibah 032,45903,21.33802,58.41153,86509,20.25647853,,,
Ramlat al Wahibah 033,45904,21.36203,58.413,86509,19.19575178,,,
Ramlat al Wahibah 034,45905,21.3623,58.41178,86509,14.45631612,,,
Ramlat al Wahibah 035,45906,21.36865,58.39767,86509,27.89393081,,,
Ramlat al Wahibah 036,45907,21.3729,58.40492,86509,10.6785086,,,
Ramlat al Wahibah 037,45908,21.37602,58.41207,86509,21.10715155,,,
Ramlat al Wahibah 038,45909,21.37053,58.41402,86509,29.24721826,,,
Ramlat al Wahibah 039,45910,21.37162,58.4124,86509,26.9172953,,,
Ramlat al Wahibah 040,45911,21.37107,58.41415,86509,13.57122387,,,
Ramlat al Wahibah 041,45912,22.34143,58.53398,86509,22.18969367,,,
Ramlat al Wahibah 042,45913,22.13015,58.44072,86509,15.59303719,,,
Ramlat al Wahibah 043,48630,22.0321,58.19688,86509,18.1028364,,,
Ramlat al Wahibah 044,48631,22.02762,58.21053,86509,27.37838412,,,
Ramlat al Wahibah 045,55661,21.36863,58.39552,86509,26.98934761,,,
Ramlat al Wahibah 046,55518,21.33735,58.40237,86509,15.06417927,,,
Ramlat as Sahmah 001,22377,20.2023,56.36668,86509,17.81616781,,,
Ramlat as Sahmah 002,22378,20.24332,56.45165,86509,29.0267412,,,
Ramlat as Sahmah 003,22379,20.26362,56.46405,86509,13.12858331,,,
Ramlat as Sahmah 004,22380,20.26405,56.46315,86509,17.38351818,,,
Ramlat as Sahmah 005,22381,20.03695,56.28877,86509,26.95460247,,,
Ramlat as Sahmah 006,22382,20.05425,56.3088,86509,22.31319616,,,
Ramlat as Sahmah 007,31303,20.17,56.265,86509,27.63679575,,,
Ramlat as Sahmah 008,31304,20.72798,56.11592,86509,23.5238301,,,
Ramlat as Sahmah 009,31305,20.04683,56.4835,86509,24.58481537,,,
Ramlat as Sahmah 113,45914,20.46543,55.86245,86509,12.08359881,,,
Ramlat as Sahmah 114,45915,20.56848,56.10217,86509,24.3149221,,,
Ramlat as Sahmah 200,35635,20.0051,56.41193,86509,14.96933244,,,
Ramlat as Sahmah 201,45916,20.0081,56.41482,86509,12.29845067,,,
Ramlat as Sahmah 202,35636,20.00552,56.41628,86509,20.46376492,,,
Ramlat as Sahmah 203,35637,20.00458,56.4212,86509,23.61720471,,,
Ramlat as Sahmah 204,35638,20.6282,56.19198,86509,20.20462647,,,
Ramlat as Sahmah 205,35639,20.62973,56.16912,86509,18.64772225,,,
Ramlat as Sahmah 206,35640,20.6205,56.14523,86509,23.79002493,,,
Ramlat as Sahmah 207,35641,20.6322,56.08783,86509,27.09714027,,,
Ramlat as Sahmah 208,35642,20.58568,56.0476,86509,20.99417089,,,
Ramlat as Sahmah 209,35643,20.58408,55.85287,86509,18.93762754,,,
Ramlat as Sahmah 210,35644,20.57698,55.9477,86509,28.86169486,,,
Ramlat as Sahmah 211,45917,20.58587,55.87252,86509,22.08469723,,,
Ramlat as Sahmah 212,35645,20.59412,55.83592,86509,22.33802515,,,
Ramlat as Sahmah 213,35646,20.58912,55.87035,86509,14.77863039,,,
Ramlat as Sahmah 214,35647,20.57972,55.87563,86509,17.09374656,,,
Ramlat as Sahmah 215,35648,20.56278,55.88898,86509,10.30908838,,,
Ramlat as Sahmah 216,35649,20.57445,55.98598,86509,27.94691793,,,
Ramlat as Sahmah 217,35650,20.45792,55.90177,86509,12.59861835,,,
Ramlat as Sahmah 218,35651,20.5569,55.84888,86509,21.43688914,,,
Ramlat as Sahmah 219,35652,20.47567,55.79787,86509,14.16848929,,,
Ramlat as Sahmah 220,35653,20.47493,55.80425,86509,19.77675994,,,
Ramlat as Sahmah 221,35474,20.53187,56.04902,86509,25.55446705,,,
Ramlat as Sahmah 222,35654,20.53213,56.04965,86509,15.5428958,,,
Ramlat as Sahmah 223,35655,20.54183,56.07002,86509,16.84964255,,,
Ramlat as Sahmah 224,35656,20.54508,56.07122,86509,14.69714158,,,
Ramlat as Sahmah 225,35657,20.5698,56.10353,86509,10.67806168,,,
Ramlat as Sahmah 226,35658,20.5625,56.08372,86509,18.32286395,,,
Ramlat as Sahmah 227,35659,20.56085,56.08235,86509,17.97843347,,,
Ramlat as Sahmah 228,35660,20.56022,55.97262,86509,24.27576327,,,
Ramlat as Sahmah 229,35661,20.59763,55.8682,86509,16.97164002,,,
Ramlat as Sahmah 230,35662,20.55575,55.92125,86509,18.8020661,,,
Ramlat as Sahmah 231,35663,20.55407,55.92178,86509,29.66220406,,,
Ramlat as Sahmah 232,35664,20.55215,55.92297,86509,16.24846801,,,
Ramlat as Sahmah 233,35665,20.5501,55.92748,86509,24.932984,,,
Ramlat as Sahmah 234,35666,20.01812,56.42172,86509,10.21375346,,,
Ramlat as Sahmah 235,35667,20.47393,55.93367,86509,27.33870509,,,
Ramlat as Sahmah 236,35668,20.56537,56.16462,86509,19.46315773,,,
Ramlat as Sahmah 237,35669,20.59585,56.15363,86509,25.50627273,,,
Ramlat as Sahmah 238,35670,20.59672,56.15298,86509,19.37280259,,,
Ramlat as Sahmah 239,35671,20.59518,56.1551,86509,20.23126442,,,
Ramlat as Sahmah 240,35672,20.71778,56.35607,86509,17.01908212,,,
Ramlat as Sahmah 241,35673,20.76775,56.41513,86509,29.75714709,,,
Ramlat as Sahmah 242,35674,20.01798,56.41798,86509,14.98878684,,,
Ramlat as Sahmah 243,35675,20.59888,56.14967,86509,21.10106289,,,
Ramlat as Sahmah 244,35676,20.58513,56.14733,86509,28.06429307,,,
Ramlat as Sahmah 245,35677,20.56322,56.19473,86509,26.50497477,,,
Ramlat as Sahmah 246,35678,20.8393,56.41533,86509,10.33443188,,,
Ramlat as Sahmah 247,35475,20.31142,56.22532,86509,17.93083375,,,
Ramlat as Sahmah 248,44797,20.30678,56.24737,86509,20.60709797,,,
Ramlat as Sahmah 249,35679,20.00237,56.38473,86509,12.95680114,,,
Ramlat as Sahmah 250,35680,20.01577,56.47787,86509,12.52927797,,,
Ramlat as Sahmah 251,35476,20.03138,56.4559,86509,24.44654084,,,
Ramlat as Sahmah 252,35681,20.0534,56.46612,86509,16.91955885,,,
Ramlat as Sahmah 253,35682,20.04812,56.48325,86509,23.14899654,,,
Ramlat as Sahmah 254,35683,20.00553,56.3815,86509,11.04295028,,,
Ramlat as Sahmah 255,35684,20.02347,56.46378,86509,18.72271028,,,
Ramlat as Sahmah 256,35685,20.04738,56.4866,86509,20.62547195,,,
Ramlat as Sahmah 257,35686,20.03788,56.4741,86509,30.84629274,,,
Ramlat as Sahmah 258,35687,20.04637,56.33072,86509,27.10396576,,,
Ramlat as Sahmah 259,35688,20.2189,56.46167,86509,26.17715345,,,
Ramlat as Sahmah 260,35689,20.0018,56.4922,86509,12.00714071,,,
Ramlat as Sahmah 261,35690,20.05013,56.02297,86509,22.30752532,,,
